         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q9Y6C9,      13.86,  0.1738470,      15.18,  0.2542403,       9.24,  0.1912401,       7.59,  0.1232476,       1.65,  0.0972261,       7.26,  0.1881221,       0.99,  0.1394473,  0.2211221, -0.3249214,   303
         Q9Y6M9,      34.08,  0.3989892,      49.16,  0.5020416,      32.40,  0.4289310,      18.99,  0.3047581,      13.41,  0.2766104,      30.73,  0.3504487,      16.20,  0.3054746, -0.0007937,  0.0825341,   179
         P09669,      25.33,  0.3177416,      18.67,  0.3597819,      24.00,  0.3116678,      13.33,  0.1821907,       0.00,  0.1107263,      30.67,  0.3725282,       9.33,  0.2238281,  0.0804092, -0.0600071,    75
         Q9NVS2,      57.65,  0.5505865,      44.90,  0.4680641,      43.37,  0.4774440,      21.94,  0.3496214,      20.41,  0.3756540,      25.51,  0.3473886,      16.33,  0.3485525, -0.1500227,  0.0178682,   196
         Q99757,      22.89,  0.3481534,      33.13,  0.4323141,      28.31,  0.3231763,      20.48,  0.2921385,      12.05,  0.2964542,      30.72,  0.3423245,      16.27,  0.2852308,  0.0501402, -0.2012475,   166
         Q96MF6,      25.10,  0.3103285,      35.63,  0.4854167,      25.91,  0.3790726,      16.19,  0.2573525,       6.07,  0.2401421,      28.74,  0.3245001,      20.65,  0.3328021,  0.0889004, -0.1557004,   247
         Q9NX18,      42.17,  0.4321938,      60.24,  0.5351782,      53.61,  0.4381924,      13.86,  0.2523223,       3.61,  0.2623078,      35.54,  0.4258166,      11.45,  0.3179699, -0.0326911, -0.0750785,   166
         O43674,      31.22,  0.3531247,      14.29,  0.3260545,      23.28,  0.3045487,       7.41,  0.1631117,       4.23,  0.1181073,      21.16,  0.3061281,       6.35,  0.2110877,  0.0432029, -0.1696686,   189
         Q99643,       8.88,  0.2086432,       5.33,  0.2358027,       0.00,  0.1483345,       2.37,  0.0955491,       0.00,  0.0574645,       9.47,  0.1859715,       0.00,  0.1305718,  0.1878728, -0.3515023,   169
         P51553,      26.72,  0.3286180,      22.14,  0.3437304,       5.09,  0.2347548,       9.16,  0.2301187,       9.41,  0.2687896,      13.23,  0.2420266,       2.80,  0.2355473,  0.0703990, -0.2254266,   393
         Q9NQ50,      54.37,  0.5704338,      90.29,  0.7184055,      82.52,  0.6476154,      32.52,  0.3949853,      32.04,  0.4172868,      50.49,  0.5281526,      63.11,  0.5461465, -0.1677041,  0.0593356,   206
         Q9NX20,      36.25,  0.4141468,      35.46,  0.4222246,      22.71,  0.3532861,      15.14,  0.2719809,      15.54,  0.3019625,      23.90,  0.3191254,      12.75,  0.2882400, -0.0162893, -0.0820666,   251
         Q9Y5L4,      28.42,  0.3488047,      42.11,  0.4789624,      13.68,  0.3440856,      21.05,  0.3099074,       2.11,  0.3211137,      40.00,  0.4443813,      23.16,  0.3171950,  0.0510058, -0.0871338,    95
         Q8N442,      19.88,  0.2911177,      18.68,  0.3358786,       7.17,  0.2404220,       1.94,  0.1915178,       1.05,  0.2116110,       4.48,  0.1999184,       6.43,  0.2450776,  0.1067590, -0.1965132,   669
         Q9H3K2,      14.78,  0.2142567,       8.99,  0.2406434,       2.90,  0.1457732,       3.19,  0.1083835,       0.29,  0.0809858,       5.22,  0.1795311,       1.16,  0.1373001,  0.1816846, -0.3378034,   345
         P30048,      10.55,  0.2092047,      20.70,  0.3447239,       6.64,  0.2207827,       9.77,  0.1683093,       5.08,  0.1593654,       8.98,  0.2049302,       0.78,  0.1810889,  0.1870707, -0.2770488,   256
         Q15526,      44.67,  0.4414442,      38.67,  0.4052193,      29.67,  0.3076716,       7.00,  0.2683402,      12.00,  0.2899642,      22.00,  0.3211226,       4.33,  0.2876819, -0.0419241, -0.1683971,   300
         P38646,      35.20,  0.3838040,      33.58,  0.4546813,      24.15,  0.3569145,      10.60,  0.3257309,      24.45,  0.3956858,      20.47,  0.2968307,      23.56,  0.3689414,  0.0155069, -0.1301922,   679
         Q9Y399,      28.38,  0.2908142,      34.46,  0.3951934,      29.39,  0.3262101,      19.59,  0.2357217,      14.19,  0.2466567,      27.36,  0.3014860,      29.05,  0.2993470,  0.1085129, -0.1537197,   296
         Q6NVY1,      20.73,  0.2808420,      26.68,  0.3574872,      16.32,  0.2813835,       3.89,  0.2067674,       1.55,  0.2119197,       8.03,  0.2077881,       3.37,  0.2108008,  0.1165457, -0.1727716,   386
         P35232,      29.78,  0.3344010,      21.32,  0.3484832,      12.87,  0.2500638,       2.21,  0.1546077,       0.00,  0.1721717,       7.72,  0.2226109,       0.00,  0.2053792,  0.0656322, -0.2551912,   272
         P46199,      33.84,  0.3842371,      26.13,  0.3946971,      23.52,  0.3661786,       6.19,  0.2363566,       6.19,  0.2689288,      12.79,  0.2579494,      18.16,  0.3180577,  0.0165954, -0.1471965,   727
         Q8IYB8,      32.70,  0.3297423,      26.84,  0.3802395,      20.99,  0.3286626,      12.09,  0.2260285,      12.60,  0.2469340,      14.89,  0.2538407,      17.81,  0.2942413,  0.0674728, -0.1781930,   786
         Q99798,      20.00,  0.2701818,      17.95,  0.3543524,       7.05,  0.2153670,       7.69,  0.2632632,      10.38,  0.3078251,       8.33,  0.2059765,       7.31,  0.2694945,  0.1288196, -0.1603231,   780
         P49821,      21.12,  0.2700202,      17.89,  0.3337472,       4.09,  0.2411840,       6.25,  0.2447388,       4.09,  0.2547489,       8.19,  0.1935490,       2.16,  0.2161340,  0.1294064, -0.1690268,   464
         O75306,       9.72,  0.1920237,      10.58,  0.3102317,       5.18,  0.1934877,       8.64,  0.1977583,       4.54,  0.2084964,       4.54,  0.1621781,       0.86,  0.1784479,  0.2071681, -0.1814680,   463
         Q9Y512,      17.48,  0.2233473,      19.62,  0.3375211,      13.22,  0.2485431,       7.89,  0.2026000,       3.41,  0.1911143,       6.18,  0.2092599,       7.89,  0.2353977,  0.1741434, -0.1913795,   469
         P12235,       4.70,  0.0877009,       8.05,  0.2354849,       0.00,  0.0775761,       1.01,  0.0749020,       0.00,  0.0537036,       5.37,  0.1661841,       0.67,  0.1029959,  0.3025882, -0.2202002,   298
         Q9Y5J7,      23.60,  0.3109654,      31.46,  0.4692744,      28.09,  0.4419212,      15.73,  0.2501573,       0.00,  0.2647190,      25.84,  0.3425891,      12.36,  0.2729509,  0.0864167, -0.0683326,    89
         Q16891,      43.14,  0.4505852,      54.62,  0.5718846,      41.56,  0.4892305,      17.15,  0.3206464,      28.63,  0.4034764,      32.85,  0.4016480,      38.26,  0.4395787, -0.0510384, -0.1090151,   758
         O00217,      26.19,  0.3576279,      48.57,  0.4429258,      13.81,  0.3592247,       4.76,  0.2418390,       2.86,  0.2521191,      20.00,  0.3331017,      14.29,  0.3311397,  0.0428855, -0.1333885,   210
         Q96E11,      53.82,  0.5242561,      36.64,  0.4684940,      35.11,  0.4502473,      19.47,  0.3198708,      17.56,  0.3839064,      30.15,  0.3767787,      26.34,  0.4205922, -0.1221582, -0.0943676,   262
         Q6UXV4,      22.01,  0.2558869,      47.76,  0.5203249,      44.78,  0.4791951,      31.72,  0.3146665,      28.73,  0.3203906,      28.73,  0.3506587,      33.21,  0.3735205,  0.1401083, -0.1350912,   268
         Q96DC8,      30.36,  0.3522146,      34.65,  0.4230603,      19.47,  0.3295953,      10.89,  0.2298791,       9.57,  0.2661710,      20.46,  0.3119444,      16.83,  0.3188108,  0.0471947, -0.2374492,   303
         O95831,      33.44,  0.3755366,      24.14,  0.3918248,      16.80,  0.3144402,      12.56,  0.2759396,      14.52,  0.3243432,      16.15,  0.2737224,      14.03,  0.3259680,  0.0240297, -0.1660814,   613
         P09622,      17.88,  0.2509626,      12.57,  0.3252573,       0.00,  0.2024799,       1.57,  0.1958769,       0.79,  0.2277026,       3.54,  0.1786088,       0.39,  0.1964015,  0.1481394, -0.2478530,   509
         P36776,      44.73,  0.4448309,      27.74,  0.4058068,      25.13,  0.3594738,      11.57,  0.2422987,      11.47,  0.2976477,      18.67,  0.2945222,      17.52,  0.3407632, -0.0445389, -0.1618049,   959
         O95169,      17.74,  0.2487085,      51.61,  0.4901688,      41.94,  0.4303403,      25.81,  0.3286859,      11.83,  0.3203236,      23.66,  0.3537684,       5.91,  0.2902758,  0.1488609, -0.0361094,   186
         Q9Y2Z9,      13.25,  0.2252603,      14.10,  0.3214477,       0.85,  0.1710159,       2.14,  0.1777660,       0.85,  0.1908284,       5.77,  0.1911874,       0.00,  0.1844150,  0.1721102, -0.2548412,   468
         P19404,      18.47,  0.2476799,      22.89,  0.3795975,      17.27,  0.3221642,      24.90,  0.2896340,      16.06,  0.3103647,      12.45,  0.2323061,      17.27,  0.2969578,  0.1522487, -0.1729504,   249
         P53597,      32.66,  0.3498699,      26.30,  0.3937266,       6.07,  0.3486576,       4.91,  0.2639725,       4.91,  0.2972112,       8.09,  0.2514533,       0.87,  0.2593722,  0.0485750, -0.2353991,   346
         Q13825,      50.15,  0.4860727,      25.66,  0.3777570,      16.22,  0.3115030,       6.78,  0.1973796,       5.90,  0.2198553,      13.86,  0.2898609,       6.78,  0.2618209, -0.0869418, -0.2483197,   339
         P56385,      66.67,  0.6305184,      59.42,  0.5831650,      49.28,  0.4609764,      14.49,  0.2876043,       8.70,  0.2777395,      46.38,  0.5141988,      53.62,  0.4590337, -0.2315038, -0.0449895,    69
         O95202,      43.03,  0.4108592,      56.97,  0.5689989,      51.83,  0.5497758,      16.51,  0.2865358,      26.12,  0.3420749,      33.69,  0.3775482,      40.60,  0.4226321, -0.0122818, -0.1221966,   739
         P16219,      24.03,  0.2961429,      13.11,  0.3246770,       0.49,  0.2042547,       3.40,  0.2002655,       1.46,  0.1933385,       8.25,  0.2039353,       2.67,  0.2030599,  0.1015921, -0.2617891,   412
         Q15031,      15.17,  0.2408649,      18.72,  0.3255913,       6.64,  0.2336871,       2.21,  0.2050126,       1.88,  0.2185673,       5.20,  0.1948420,       0.11,  0.1974795,  0.1542033, -0.1647680,   903
         O43837,      36.36,  0.3730755,      25.19,  0.3712181,      19.74,  0.3252985,       3.64,  0.2146843,       4.42,  0.2277613,       8.05,  0.2381575,       1.04,  0.2374828,  0.0244439, -0.2211585,   385
         P21953,      12.76,  0.1971596,       9.44,  0.2675291,       0.00,  0.2182701,       6.12,  0.1469513,       3.32,  0.1370612,       4.34,  0.1729932,       0.00,  0.1536157,  0.2012528, -0.2581570,   392
         P23786,      23.86,  0.2654738,      29.94,  0.3918576,      14.59,  0.2439824,       7.45,  0.2184824,       4.56,  0.2391456,      10.94,  0.2455950,      12.46,  0.2674227,  0.1303777, -0.1589679,   658
         O75251,      39.44,  0.4324443,      24.41,  0.3750210,      27.23,  0.3226034,      15.02,  0.2217732,      11.74,  0.2221075,      24.41,  0.3037124,      20.19,  0.3129437, -0.0320039, -0.1575940,   213
         P13804,      14.71,  0.2104954,      19.52,  0.3363119,      13.21,  0.2329080,       7.21,  0.1628492,       3.30,  0.1811191,      13.51,  0.2064116,       5.41,  0.1828645,  0.1858025, -0.2949691,   333
         P40939,      21.89,  0.2897931,      18.87,  0.3421601,       9.70,  0.2960137,       1.05,  0.1908479,       0.13,  0.2067140,       4.59,  0.1863264,       0.13,  0.2026402,  0.1091633, -0.2125634,   763
         Q9Y4W6,      24.59,  0.3030009,      22.96,  0.3885277,      15.93,  0.3237486,      12.80,  0.2397049,      12.80,  0.2795628,      15.06,  0.2491870,      14.81,  0.2972886,  0.0954414, -0.1437926,   797
         Q7KZN9,      19.02,  0.2480502,      24.88,  0.2976699,      12.20,  0.2113458,       2.93,  0.1241386,       0.00,  0.0931787,       7.32,  0.2190075,       1.71,  0.1636742,  0.1473279, -0.2697420,   410
         P12074,      30.28,  0.3737603,      49.54,  0.5162122,      32.11,  0.4187850,      30.28,  0.3825129,      28.44,  0.3882812,      46.79,  0.5078809,      40.37,  0.4312387,  0.0229903, -0.1269939,   109
         P30084,      18.97,  0.2618755,      14.14,  0.3419728,       6.21,  0.2631803,       3.10,  0.1750014,       0.00,  0.1892198,       9.66,  0.2111687,       3.10,  0.1965397,  0.1362598, -0.2350258,   290
         P48047,      17.84,  0.3165117,      21.60,  0.4062064,      29.58,  0.4090380,       5.16,  0.2102788,       0.47,  0.2409679,       8.45,  0.2262191,       1.88,  0.2333639,  0.0841933, -0.1907638,   213
         Q9BW72,      45.28,  0.4287209,      50.94,  0.4881858,      34.91,  0.4456554,      14.15,  0.3094047,       8.49,  0.3189114,      43.40,  0.4653670,      40.57,  0.4093744, -0.0285027, -0.1872617,   106
         P07919,      73.63,  0.6749709,      85.71,  0.8300292,      83.52,  0.8105378,      38.46,  0.4342714,      35.16,  0.4943358,      84.62,  0.6989382,      73.63,  0.6571804, -0.2731585,  0.2571610,    91
         P12694,      24.49,  0.3305539,      34.83,  0.4234902,      22.02,  0.2729447,      13.71,  0.2790309,      12.81,  0.2993417,      15.28,  0.2865676,      18.88,  0.3153216,  0.0703493, -0.0897413,   445
         Q5T653,      56.39,  0.5628152,      41.97,  0.4644051,      42.30,  0.4455293,      20.00,  0.3290628,      19.02,  0.3801854,      40.33,  0.4188381,      38.36,  0.4334728, -0.1598312, -0.0608537,   305
         Q9BQ48,      68.48,  0.6197352,      55.43,  0.5178451,      50.00,  0.5016942,      47.83,  0.4651957,      30.43,  0.4239665,      70.65,  0.5974687,      34.78,  0.4373685, -0.2166488,  0.0605520,    92
         P62072,      48.89,  0.5045451,     100.00,  0.6683340,     100.00,  0.6837420,      21.11,  0.3420888,      24.44,  0.4218079,      46.67,  0.5249039,      50.00,  0.5242370, -0.1053685, -0.0425109,    90
         Q16134,      11.99,  0.2270867,       9.72,  0.3008218,       0.00,  0.1632778,       4.21,  0.2073546,       3.08,  0.2296098,       3.08,  0.1620946,       0.81,  0.1878280,  0.1717717, -0.1760577,   617
         Q9Y6N1,      22.83,  0.3435226,      33.33,  0.3820975,      16.67,  0.2650149,      14.49,  0.2541938,      12.32,  0.2569944,      26.09,  0.3167273,      18.48,  0.3030918,  0.0561773, -0.1053102,   276
         P50213,      15.85,  0.2367318,      17.49,  0.3259089,       9.84,  0.2267997,       9.02,  0.2125049,       4.64,  0.2321384,       7.92,  0.1956908,       1.91,  0.2004958,  0.1633109, -0.2398822,   366
         P82914,      59.14,  0.5416792,      54.86,  0.5109131,      63.04,  0.5318847,      21.79,  0.3145260,      20.23,  0.3266650,      31.52,  0.4151702,      32.68,  0.4401398, -0.1413780,  0.0630015,   257
         Q9NSE4,      29.05,  0.3075387,      21.44,  0.3547246,      14.92,  0.2698750,       4.84,  0.2180715,       4.55,  0.2393331,       8.79,  0.2180764,      11.26,  0.2679366,  0.0892307, -0.1671702,  1012
         Q9NZJ6,      23.58,  0.2571692,      14.91,  0.2937669,       5.96,  0.1998120,       4.07,  0.1692986,       1.08,  0.1649390,       5.69,  0.1994160,       2.71,  0.1807650,  0.1388862, -0.2251684,   369
         Q9P2R7,      14.90,  0.2329772,      28.73,  0.3554182,      22.03,  0.3033521,       1.51,  0.1928565,       0.65,  0.2096304,       8.42,  0.2035801,       0.22,  0.1990772,  0.1653754, -0.2483474,   463
         Q9BUE6,      33.33,  0.3855736,      37.98,  0.4716088,      41.86,  0.5267098,      10.08,  0.3277628,       0.00,  0.3171316,      30.23,  0.3898410,      24.81,  0.4031047,  0.0168279, -0.1190762,   129
         Q9UDW1,      11.11,  0.1606321,      22.22,  0.3298946,       0.00,  0.1342316,      12.70,  0.1368412,       0.00,  0.0574090,      25.40,  0.3395979,       6.35,  0.1707292,  0.2424092, -0.1868221,    63
         Q5VUM1,      79.63,  0.6869135,      99.07,  0.8418701,      79.63,  0.7554092,      69.44,  0.5390750,      63.89,  0.5530106,      87.04,  0.7040077,      83.33,  0.6800476, -0.2862945,  0.0801081,   108
         P06576,      49.91,  0.4517524,      21.74,  0.3640243,      10.96,  0.2605180,       5.10,  0.2454010,       4.54,  0.2790425,      13.42,  0.2578853,       7.18,  0.2663510, -0.0521402, -0.2396774,   529
         Q10713,      35.43,  0.3899381,      16.38,  0.3625460,      14.29,  0.2847550,       2.10,  0.2158848,       0.19,  0.2438164,       7.43,  0.2391316,       0.76,  0.2418861,  0.0087902, -0.2062337,   525
         P07954,      20.59,  0.2774354,      21.18,  0.3670360,      11.18,  0.2357227,       9.61,  0.2439451,       6.27,  0.2963246,       9.80,  0.2309322,      12.94,  0.2752325,  0.1224094, -0.2302266,   510
         Q9Y3D9,      48.42,  0.4393096,      38.95,  0.4908563,      39.47,  0.4437695,      30.00,  0.3568937,      28.42,  0.3725384,      34.74,  0.3769539,      32.11,  0.4133867, -0.0397837, -0.0316023,   190
         Q00325,      14.92,  0.1986728,      22.10,  0.3125004,      12.71,  0.2055630,      12.15,  0.1608857,       6.91,  0.1451610,      14.36,  0.2236432,       8.56,  0.1734771,  0.1936984, -0.2255419,   362
         P56381,       9.80,  0.2206316,      47.06,  0.4406813,      35.29,  0.3691339,      17.65,  0.2574176,       0.00,  0.2032829,      39.22,  0.4245298,      19.61,  0.3192795,  0.1757426,  0.0002514,    51
         Q9H2W6,      48.39,  0.4391424,      52.33,  0.4967314,      34.77,  0.3615291,       4.66,  0.2492334,       6.09,  0.2824339,      29.39,  0.3734585,      11.11,  0.3068333, -0.0421786, -0.1146125,   279
         O95563,      23.62,  0.2443179,      16.54,  0.2651902,       3.15,  0.1565256,       8.66,  0.1283638,       0.00,  0.0629097,      23.62,  0.2993392,       6.30,  0.1666868,  0.1458212, -0.2128432,   127
         Q96RP9,      24.63,  0.3018339,      15.71,  0.3457478,       7.99,  0.2936354,       3.46,  0.2453846,       2.40,  0.2643122,       6.13,  0.2109563,       1.46,  0.2280390,  0.0981128, -0.1619205,   751
